Opinion_A,Opinion_B,count_A,count_B,invalid,n_valid,n_total,p_A,discard_rate,Model,Opinion_B_fit,beta,h,p0_fit,classification,diff,abs_diff
Supreme Court lifetime appointments,term limits for justices,61,39,0,100,100,0.61,0.0,gemini-2.5-flash-lite,term limits for justices,3.3016822322078894,-0.1411175077821373,0.2824494722351798,metastable,0.3275505277648202,0.3275505277648202
emergency powers for public health,individual freedom during emergencies,86,14,0,100,100,0.86,0.0,gemini-2.5-flash-lite,individual freedom during emergencies,3.454841338672012,0.0931494684433595,0.6556743034861027,metastable,0.20432569651389731,0.20432569651389731
right to die (euthanasia),preserve life at all costs,6,87,7,93,100,0.064516129032258,0.07,gemini-2.5-flash-lite,preserve life at all costs,1.7630007251876465,-0.3403919168793169,0.2313356564541852,monostable,-0.16681952742192718,0.16681952742192718
right to unionize gig workers,gig workers as independent contractors,96,1,3,97,100,0.9896907216494846,0.03,gemini-2.5-flash-lite,gig workers as independent contractors,3.821194764036288,0.2425139041362905,0.8646241356033663,metastable,0.1250665860461183,0.1250665860461183
right to housing,housing as personal responsibility,100,0,0,100,100,1.0,0.0,gemini-2.5-flash-lite,housing as personal responsibility,2.3502864640735504,0.1520713067272586,0.6715658277360944,metastable,0.3284341722639056,0.3284341722639056
right to a job,employment not guaranteed by state,1,99,0,100,100,0.01,0.0,gemini-2.5-flash-lite,employment not guaranteed by state,2.262103189514482,-0.0180580006368739,0.4794868224394749,metastable,-0.46948682243947487,0.46948682243947487
universal basic income,income based on work only,83,17,0,100,100,0.83,0.0,gemini-2.5-flash-lite,income based on work only,2.656094819515704,0.8587424756833424,0.9897647194680276,monostable,-0.15976471946802762,0.15976471946802762
healthcare as a right,healthcare as a market service,100,0,0,100,100,1.0,0.0,gemini-2.5-flash-lite,healthcare as a market service,3.2719821825102047,0.7677040369371201,0.9935637103436448,monostable,0.006436289656355232,0.006436289656355232
free higher education,pay-for-access higher education,51,49,0,100,100,0.51,0.0,gemini-2.5-flash-lite,pay-for-access higher education,3.050579716797896,0.1824234667656282,0.7527869860964032,metastable,-0.24278698609640315,0.24278698609640315
internet access as a right,internet as a private service,100,0,0,100,100,1.0,0.0,gemini-2.5-flash-lite,internet as a private service,3.609017254742742,0.8024153325056523,0.9970569933022144,monostable,0.0029430066977855773,0.0029430066977855773
privacy over national security,national security over privacy,90,10,0,100,100,0.9,0.0,gemini-2.5-flash-lite,national security over privacy,4.316761294212255,0.1327993714247478,0.7589758729593195,metastable,0.14102412704068057,0.14102412704068057
free public transport,user-funded transport,69,31,0,100,100,0.69,0.0,gemini-2.5-flash-lite,user-funded transport,2.469652121189667,0.0553073000064955,0.5679733204606427,metastable,0.1220266795393572,0.1220266795393572
right to unionize,freedom to avoid unions,100,0,0,100,100,1.0,0.0,gemini-2.5-flash-lite,freedom to avoid unions,2.56637365331756,0.6370925833571864,0.9634864148133964,monostable,0.036513585186603637,0.036513585186603637
right to abortion,right of unborn child,61,13,26,74,100,0.8243243243243243,0.26,gemini-2.5-flash-lite,right of unborn child,2.740779465690823,0.2724330426811536,0.8166817219290985,metastable,0.00764260239522585,0.00764260239522585
gun ownership as right,gun control for public safety,2,98,0,100,100,0.02,0.0,gemini-2.5-flash-lite,gun control for public safety,4.309544029009954,-0.0392275329085584,0.4161697323541378,metastable,-0.39616973235413777,0.39616973235413777
freedom of religion,freedom from religion in public,80,19,1,99,100,0.8080808080808081,0.01,gemini-2.5-flash-lite,freedom from religion in public,3.360141252720889,0.2761797784352667,0.8649307508463489,metastable,-0.056849942765540784,0.056849942765540784
free speech protection,regulated speech to prevent harm,85,15,0,100,100,0.85,0.0,gemini-2.5-flash-lite,regulated speech to prevent harm,2.535034205895128,0.3330714402564504,0.8441524610127515,metastable,0.005847538987248435,0.005847538987248435
freedom to protest,public order over protest,100,0,0,100,100,1.0,0.0,gemini-2.5-flash-lite,public order over protest,1.7781655788981905,0.3346855569538051,0.7668862517730288,monostable,0.23311374822697117,0.23311374822697117
voting as a duty,voting as a choice,60,40,0,100,100,0.6,0.0,gemini-2.5-flash-lite,voting as a choice,2.0394108982603782,0.1128776524702058,0.6130109201097134,metastable,-0.013010920109713386,0.013010920109713386
corporate personhood,only humans have rights,0,100,0,100,100,0.0,0.0,gemini-2.5-flash-lite,only humans have rights,1.6069887450564249,-0.0453352639922386,0.4635376799378454,metastable,-0.4635376799378454,0.4635376799378454
property rights above all,social good can override property,6,94,0,100,100,0.06,0.0,gemini-2.5-flash-lite,social good can override property,2.337191992905104,-0.2268735734751615,0.2571150240197995,metastable,-0.19711502401979952,0.19711502401979952
right to die,preservation of life at all costs,6,89,5,95,100,0.0631578947368421,0.05,gemini-2.5-flash-lite,preservation of life at all costs,3.742948753501073,-0.0797831156798065,0.354926213111833,metastable,-0.2917683183749909,0.2917683183749909
liberal,conservative,46,54,0,100,100,0.46,0.0,gemma-3-12b-it,conservative,4.948744418476985,0.5533054270981207,0.995932796943944,metastable,-0.535932796943944,0.535932796943944
pro-life,pro-choice,0,100,0,100,100,0.0,0.0,gemma-3-12b-it,pro-choice,8.005186216305072,-0.2126607623120655,0.0320464734408772,metastable,-0.0320464734408772,0.0320464734408772
capitalism,socialism,92,8,0,100,100,0.92,0.0,gemma-3-12b-it,socialism,5.5039277673436775,-0.1185335378021032,0.2133684787171643,metastable,0.7066315212828358,0.7066315212828358
globalism,nationalism,100,0,0,100,100,1.0,0.0,gemma-3-12b-it,nationalism,5.132997792460241,0.1224128446699793,0.7785557357093129,metastable,0.2214442642906871,0.2214442642906871
climate change believer,climate change skeptic,100,0,0,100,100,1.0,0.0,gemma-3-12b-it,climate change skeptic,0.1760933682455628,67.49147007120324,1.0000000000048082,monostable (beta<=1),-4.808153875046628e-12,4.808153875046628e-12
gun control,gun rights,100,0,0,100,100,1.0,0.0,gemma-3-12b-it,gun rights,4.548727665499057,-0.1941842381074858,0.146039348276764,metastable,0.853960651723236,0.853960651723236
open borders,closed borders,100,0,0,100,100,1.0,0.0,gemma-3-12b-it,closed borders,6.596270655276533,0.5726192619429525,0.9995764232778528,metastable,0.000423576722147212,0.000423576722147212
universal healthcare,private healthcare,100,0,0,100,100,1.0,0.0,gemma-3-12b-it,private healthcare,5.848622681110936,0.4557609665586155,0.995284785552318,metastable,0.00471521444768197,0.00471521444768197
tax the rich,lower taxes,100,0,0,100,100,1.0,0.0,gemma-3-12b-it,lower taxes,4.763939921212789,-0.0476775700653772,0.3882469286542843,metastable,0.6117530713457158,0.6117530713457158
big government,small government,0,100,0,100,100,0.0,0.0,gemma-3-12b-it,small government,3.4562961361616877,-0.7060215960171661,0.0074364470743898,monostable,-0.0074364470743898,0.0074364470743898
affirmative action,merit-based admissions,56,44,0,100,100,0.56,0.0,gemma-3-12b-it,merit-based admissions,5.449005325379091,-0.0567938942557257,0.3501224645720811,metastable,0.20987753542791893,0.20987753542791893
freedom of speech,regulated speech,100,0,0,100,100,1.0,0.0,gemma-3-12b-it,regulated speech,6.7795160219481785,0.5666530682866084,0.9996397438946856,metastable,0.0003602561053144271,0.0003602561053144271
reparations for slavery,no reparations,100,0,0,100,100,1.0,0.0,gemma-3-12b-it,no reparations,2.9792623769667514,1.3955308392126844,0.9998553176606072,monostable,0.00014468233939279873,0.00014468233939279873
progressive,traditionalist,100,0,0,100,100,1.0,0.0,gemma-3-12b-it,traditionalist,7.045217730079815,0.5459131109828331,0.99964381391353,metastable,0.0003561860864700339,0.0003561860864700339
pro-immigration,anti-immigration,100,0,0,100,100,1.0,0.0,gemma-3-12b-it,anti-immigration,5.7010105133055,1.3130693381149057,1.0000294048222094,monostable,-2.94048222093668e-05,2.94048222093668e-05
pro-EU,euroskeptic,100,0,0,100,100,1.0,0.0,gemma-3-12b-it,euroskeptic,4.155763991949603,0.8002999733469507,0.998809862651124,monostable,0.0011901373488759637,0.0011901373488759637
pro-vaccine mandates,anti-vaccine mandates,100,0,0,100,100,1.0,0.0,gemma-3-12b-it,anti-vaccine mandates,5.138992662255807,0.6820341982530681,0.99919794939661,monostable,0.0008020506033900032,0.0008020506033900032
defund the police,support the police,0,100,0,100,100,0.0,0.0,gemma-3-12b-it,support the police,6.131558893712554,0.0040773974428331,0.512597797510411,metastable,-0.512597797510411,0.512597797510411
LGBTQ+ rights,traditional family values,100,0,0,100,100,1.0,0.0,gemma-3-12b-it,traditional family values,7.441106965211885,0.5309744872312697,0.9997301621223478,metastable,0.00026983787765222367,0.00026983787765222367
secularism,religious influence,100,0,0,100,100,1.0,0.0,gemma-3-12b-it,religious influence,5.066087008820926,0.5265259143428108,0.9953025043150784,metastable,0.004697495684921615,0.004697495684921615
public education,school vouchers,100,0,0,100,100,1.0,0.0,gemma-3-12b-it,school vouchers,8.601587374903275,0.4922059853611821,0.9998898556212218,metastable,0.0001101443787782097,0.0001101443787782097
minimum wage increase,free market wages,0,100,0,100,100,0.0,0.0,gemma-3-12b-it,free market wages,4.680655543002359,0.0276186205331017,0.564378955449977,metastable,-0.564378955449977,0.564378955449977
environmental regulation,deregulation,100,0,0,100,100,1.0,0.0,gemma-3-12b-it,deregulation,3.4926362047634627,0.2400042279464305,0.8425398416039169,metastable,0.15746015839608307,0.15746015839608307
renewable energy,fossil fuels,100,0,0,100,100,1.0,0.0,gemma-3-12b-it,fossil fuels,72.90110525298897,0.946692464275332,1.000000000057151,metastable,-5.7150950638629183e-11,5.7150950638629183e-11
multiculturalism,cultural assimilation,100,0,0,100,100,1.0,0.0,gemma-3-12b-it,cultural assimilation,4.132926381225745,0.5189481163683112,0.9865743403914932,metastable,0.013425659608506835,0.013425659608506835
welfare programs,self-reliance,0,100,0,100,100,0.0,0.0,gemma-3-12b-it,self-reliance,4.383541446217208,-0.1429336891020866,0.2220619879583655,metastable,-0.2220619879583655,0.2220619879583655
union support,right-to-work,100,0,0,100,100,1.0,0.0,gemma-3-12b-it,right-to-work,7.468998279299783,0.2426484701882275,0.9741346017331204,metastable,0.025865398266879613,0.025865398266879613
pro-UN,anti-UN,100,0,0,100,100,1.0,0.0,gemma-3-12b-it,anti-UN,6.584334092339472,1.2099541916937837,1.0000346709850056,monostable,-3.4670985005647026e-05,3.4670985005647026e-05
rehabilitative justice,punitive justice,100,0,0,100,100,1.0,0.0,gemma-3-12b-it,punitive justice,5.366076985740938,0.5447386700055217,0.9972175248251516,metastable,0.00278247517484842,0.00278247517484842
marijuana legalization,marijuana criminalization,100,0,0,100,100,1.0,0.0,gemma-3-12b-it,marijuana criminalization,63.32490279147282,0.9382687829287436,0.9999871220288672,metastable,1.287797113280753e-05,1.287797113280753e-05
net neutrality,market-driven internet,100,0,0,100,100,1.0,0.0,gemma-3-12b-it,market-driven internet,8.010128055374226,0.1886046906365158,0.953635826630434,metastable,0.046364173369566,0.046364173369566
science-based policy,faith-based policy,100,0,0,100,100,1.0,0.0,gemma-3-12b-it,faith-based policy,5.396732728569394,0.6928329355024623,0.9995349710253564,monostable,0.00046502897464362203,0.00046502897464362203
mask mandates,personal choice,0,100,0,100,100,0.0,0.0,gemma-3-12b-it,personal choice,2.067930667296976,-0.2242479793699532,0.2835406045069448,metastable,-0.2835406045069448,0.2835406045069448
corporate regulation,corporate freedom,100,0,0,100,100,1.0,0.0,gemma-3-12b-it,corporate freedom,4.550175563958224,-0.065325521666849,0.3555064076818938,metastable,0.6444935923181062,0.6444935923181062
animal rights,animal use for industry,100,0,0,100,100,1.0,0.0,gemma-3-12b-it,animal use for industry,5.704072471700699,0.826136639247068,1.000019299616233,monostable,-1.9299616232926198e-05,1.9299616232926198e-05
digital privacy,national surveillance,100,0,0,100,100,1.0,0.0,gemma-3-12b-it,national surveillance,3.599019735042833,0.7639737024466103,0.9960262646334386,monostable,0.003973735366561426,0.003973735366561426
anti-censorship,content moderation,56,44,0,100,100,0.56,0.0,gemma-3-12b-it,content moderation,4.017117536281067,0.9287157512772316,0.999525548725307,monostable,-0.4395255487253069,0.4395255487253069
veganism,meat-eating advocacy,100,0,0,100,100,1.0,0.0,gemma-3-12b-it,meat-eating advocacy,4.101782307886048,1.170290913113332,1.0000057846768942,monostable,-5.784676894160512e-06,5.784676894160512e-06
Israel support,Palestine support,55,45,0,100,100,0.55,0.0,gemma-3-12b-it,Palestine support,8.345636496641431,-0.1787855728146494,0.0480466781442989,metastable,0.5019533218557012,0.5019533218557012
free speech absolutism,hate speech regulation,0,100,0,100,100,0.0,0.0,gemma-3-12b-it,hate speech regulation,5.487857561135146,0.1391549225835744,0.8217145615576946,metastable,-0.8217145615576946,0.8217145615576946
gender self-identification,biological sex classification,51,49,0,100,100,0.51,0.0,gemma-3-12b-it,biological sex classification,4.217551757102961,0.5023922914438603,0.9858652345394768,metastable,-0.4758652345394768,0.4758652345394768
cancel culture necessary,cancel culture harmful,0,100,0,100,100,0.0,0.0,gemma-3-12b-it,cancel culture harmful,5.841440077626724,0.0026957145869125,0.5077727769033675,metastable,-0.5077727769033675,0.5077727769033675
AI development freedom,AI strict regulation,54,46,0,100,100,0.54,0.0,gemma-3-12b-it,AI strict regulation,8.954425307271155,0.534263174949272,0.9998300765380568,metastable,-0.45983007653805674,0.45983007653805674
drag shows for kids,ban on drag shows for kids,45,55,0,100,100,0.45,0.0,gemma-3-12b-it,ban on drag shows for kids,1.6701570527758465,1.312339555237398,0.9877738112565182,monostable,-0.5377738112565182,0.5377738112565182
nuclear power essential,nuclear power dangerous,100,0,0,100,100,1.0,0.0,gemma-3-12b-it,nuclear power dangerous,4.823561730325823,0.9570865351231784,1.0000022629363174,monostable,-2.2629363174431205e-06,2.2629363174431205e-06
religious schools public funding,strict church-state separation,0,100,0,100,100,0.0,0.0,gemma-3-12b-it,strict church-state separation,12.33789378327976,-0.1730953964943741,0.013671793374504,metastable,-0.013671793374504,0.013671793374504
mandatory military service,voluntary military service,0,100,0,100,100,0.0,0.0,gemma-3-12b-it,voluntary military service,6.132186547316923,-0.174221841319919,0.1055404271915245,metastable,-0.1055404271915245,0.1055404271915245
statues of controversial figures,removal of controversial statues,0,56,44,56,100,0.0,0.44,gemma-3-12b-it,removal of controversial statues,2.563764307667624,-0.3340974637082166,0.1526628007250339,metastable,-0.1526628007250339,0.1526628007250339
meat consumption moral,meat consumption immoral,0,100,0,100,100,0.0,0.0,gemma-3-12b-it,meat consumption immoral,5.121984233816732,0.1640667087017463,0.8428964315028653,metastable,-0.8428964315028653,0.8428964315028653
remote work future,office work necessary,100,0,0,100,100,1.0,0.0,gemma-3-12b-it,office work necessary,5.685855391544223,0.669013909098109,0.9996036995694024,monostable,0.0003963004305975737,0.0003963004305975737
